,0,1,2,3
0,"[3, 1, 32, 'relu', 20, 10]",0.28936338424682617,0.22007901966571808,0.303884893655777
1,"[3, 1, 32, 'tanh', 15, 10]",0.29010820388793945,0.22331397235393524,0.3047783672809601
2,"[3, 1, 32, 'relu', 15, 10]",0.2908239960670471,0.227884441614151,0.30542778968811035
3,"[3, 1, 64, 'relu', 40, 10]",0.29164034128189087,0.22690467536449432,0.3063470423221588
4,"[3, 1, 32, 'tanh', 20, 10]",0.2916937470436096,0.22883105278015137,0.30633535981178284
5,"[3, 1, 64, 'relu', 30, 10]",0.29172173142433167,0.22717919945716858,0.30639219284057617
6,"[3, 1, 32, 'tanh', 40, 10]",0.2917518615722656,0.22692370414733887,0.30647000670433044
7,"[3, 1, 64, 'relu', 50, 10]",0.29180747270584106,0.22670532763004303,0.30649301409721375
8,"[3, 1, 32, 'tanh', 50, 10]",0.2918274998664856,0.2266741842031479,0.30655884742736816
9,"[3, 1, 32, 'tanh', 30, 10]",0.29202690720558167,0.22924409806728363,0.30670616030693054
10,"[3, 1, 32, 'relu', 40, 10]",0.2921335995197296,0.230828657746315,0.30689144134521484
11,"[3, 1, 32, 'relu', 30, 10]",0.29219162464141846,0.22874681651592255,0.30697011947631836
12,"[3, 1, 32, 'relu', 20, 7]",0.292252779006958,0.22918060421943665,0.30687615275382996
13,"[3, 1, 64, 'relu', 15, 10]",0.2923645079135895,0.23081225156784058,0.30695584416389465
14,"[3, 1, 64, 'tanh', 15, 10]",0.29246267676353455,0.22652176022529602,0.3072434365749359
15,"[3, 1, 32, 'relu', 15, 7]",0.2925373911857605,0.22874435782432556,0.3071609437465668
16,"[3, 1, 32, 'relu', 50, 10]",0.29269856214523315,0.23185789585113525,0.30740082263946533
17,"[3, 1, 32, 'tanh', 20, 7]",0.2928430736064911,0.22946162521839142,0.3074703514575958
18,"[3, 1, 64, 'tanh', 20, 10]",0.292952299118042,0.22768883407115936,0.307698130607605
19,"[3, 1, 32, 'tanh', 15, 7]",0.29304733872413635,0.22942475974559784,0.30765101313591003
20,"[3, 1, 64, 'tanh', 30, 10]",0.29312363266944885,0.22841453552246094,0.30784621834754944
21,"[3, 1, 64, 'tanh', 50, 10]",0.29332029819488525,0.22858700156211853,0.3080615997314453
22,"[3, 1, 32, 'relu', 30, 7]",0.29341134428977966,0.23059096932411194,0.3080616891384125
23,"[3, 1, 64, 'relu', 20, 10]",0.2934410572052002,0.23259475827217102,0.30809029936790466
24,"[3, 1, 32, 'relu', 50, 7]",0.293502539396286,0.23095521330833435,0.3082009553909302
25,"[3, 1, 128, 'relu', 50, 10]",0.2935762107372284,0.2303680181503296,0.30824366211891174
26,"[3, 1, 32, 'relu', 40, 7]",0.2936936318874359,0.23081092536449432,0.30837854743003845
27,"[3, 1, 64, 'tanh', 40, 10]",0.2937335669994354,0.22913838922977448,0.3084764778614044
28,"[3, 1, 128, 'relu', 40, 10]",0.29404377937316895,0.2307153344154358,0.3087138235569
29,"[3, 1, 32, 'tanh', 50, 7]",0.2941431999206543,0.22945226728916168,0.30890583992004395
30,"[3, 1, 32, 'tanh', 40, 7]",0.29425713419914246,0.23142455518245697,0.30894342064857483
31,"[3, 1, 32, 'tanh', 30, 7]",0.29426634311676025,0.23062348365783691,0.30898317694664
32,"[3, 1, 128, 'relu', 30, 10]",0.2945272624492645,0.23156310617923737,0.3091879189014435
33,"[3, 1, 64, 'relu', 50, 7]",0.29456600546836853,0.2317962646484375,0.3092310130596161
34,"[3, 1, 128, 'relu', 20, 10]",0.294765442609787,0.23258782923221588,0.3093537390232086
35,"[3, 1, 128, 'tanh', 50, 10]",0.2951325476169586,0.23140467703342438,0.30985867977142334
36,"[3, 1, 64, 'relu', 40, 7]",0.29513266682624817,0.2328946739435196,0.30980947613716125
37,"[3, 1, 128, 'relu', 15, 10]",0.2952941954135895,0.23375193774700165,0.3098381459712982
38,"[3, 1, 128, 'tanh', 40, 10]",0.29560399055480957,0.23176157474517822,0.31033194065093994
39,"[3, 1, 64, 'relu', 15, 7]",0.29583626985549927,0.23534007370471954,0.3103898763656616
40,"[3, 1, 128, 'tanh', 30, 10]",0.2959009110927582,0.23193858563899994,0.3106403052806854
41,"[3, 1, 64, 'relu', 30, 7]",0.295993834733963,0.2344418466091156,0.31068184971809387
42,"[3, 1, 64, 'relu', 20, 7]",0.29617151618003845,0.23519688844680786,0.3107547163963318
43,"[3, 1, 128, 'tanh', 20, 10]",0.2963901460170746,0.23275011777877808,0.3111172020435333
44,"[3, 1, 128, 'relu', 50, 7]",0.2964465022087097,0.23401229083538055,0.31109926104545593
45,"[3, 1, 64, 'tanh', 50, 7]",0.2964560091495514,0.23370015621185303,0.31117257475852966
46,"[3, 1, 128, 'tanh', 15, 10]",0.29650112986564636,0.23323313891887665,0.31119397282600403
47,"[3, 1, 32, 'relu', 30, 5]",0.29650744795799255,0.23648466169834137,0.3111428916454315
48,"[3, 1, 32, 'relu', 40, 5]",0.29681718349456787,0.23759786784648895,0.311524361371994
49,"[3, 1, 128, 'relu', 40, 7]",0.29682692885398865,0.23519326746463776,0.3114299476146698
50,"[3, 1, 64, 'tanh', 40, 7]",0.2968892753124237,0.23443089425563812,0.31159037351608276
51,"[3, 1, 32, 'relu', 50, 5]",0.29695063829421997,0.23688334226608276,0.3117527663707733
52,"[3, 1, 32, 'relu', 15, 5]",0.2973425090312958,0.23838788270950317,0.31189098954200745
53,"[3, 1, 32, 'relu', 20, 5]",0.29739540815353394,0.2382526844739914,0.3119930326938629
54,"[3, 1, 64, 'tanh', 30, 7]",0.2974958121776581,0.23513221740722656,0.3121943473815918
55,"[3, 1, 64, 'tanh', 20, 7]",0.297530859708786,0.23605938255786896,0.3121843636035919
56,"[3, 1, 128, 'tanh', 50, 7]",0.29777783155441284,0.2355697602033615,0.312471866607666
57,"[3, 1, 32, 'tanh', 40, 5]",0.29783278703689575,0.23773907124996185,0.3124769628047943
